% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
15 +1.278148165e+04 +1.278148165e+04 +1.282192165e+04 +1.282192165e+04 -4.2114e+00 -2.9602e+00 -9.8933e-01 -1.2688e+00 +3.0868e+00 +3.3268e+00 +1.6032e+00 +3.9773e-02 +4.7804e-01 -3.2795e-01 +1.9376e+00 +3.7798e+00 +2.4448e+00 +2.4821e+00 -1.2466e+00 +3.8516e+00 -4.1719e+00 +3.3989e+00 -1.6439e+00 -9.5032e-01
20 +8.628305480e+02 +8.628305480e+02 +9.032705480e+02 +9.032705480e+02 -3.6269e+00 +4.5784e-01 -1.8625e+00 -2.1841e+00 +4.6765e+00 -3.7910e+00 -1.2780e+00 +3.4576e+00 -4.6729e+00 +3.6245e+00 -3.8262e+00 -4.3274e+00 -1.5434e+00 +4.4936e+00 +3.2760e+00 +3.1413e+00 -1.2747e+00 +4.0465e+00 +4.6394e+00 +4.0364e+00
% function evaluation | noise-free fitness - Fopt (-1.216000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.903852197e+06 +3.903852197e+06 +3.903730597e+06 +3.903730597e+06 -3.9466e+00 +4.9029e+00 -2.6699e+00 +3.7216e+00 -3.2604e+00 +1.5971e+00 +1.7656e+00 +1.6246e+00 +4.9199e+00 -4.0206e+00 +1.5459e+00 +3.6937e+00 +3.7238e+00 +2.0363e+00 +3.3987e-01 +4.2980e+00 -5.4803e-01 +4.1905e+00 -4.8682e+00 +4.1568e+00
5 +1.514329346e+06 +1.514329346e+06 +1.514207746e+06 +1.514207746e+06 +1.2979e+00 +2.1451e+00 +4.7328e+00 +3.0965e+00 -3.6384e+00 -4.9805e-01 -3.6359e+00 +1.5537e+00 +1.0868e+00 +3.0726e-01 +4.3029e+00 +1.0546e+00 -1.1935e+00 +1.0056e-01 -3.1883e+00 +4.8082e+00 -3.4294e+00 +3.0490e+00 +2.2271e+00 +1.5869e-01
6 +1.947047611e+04 +1.947047611e+04 +1.934887611e+04 +1.934887611e+04 -1.6315e+00 -3.6301e+00 -4.2410e+00 +2.9692e+00 +2.3175e+00 +3.9401e-01 +3.0767e+00 +2.3178e+00 -3.2680e-01 +6.9058e-01 +4.1425e-01 +2.8314e+00 -4.0584e+00 -4.8320e+00 -1.4425e+00 -2.1307e+00 +1.0769e+00 -2.8008e+00 -4.4345e+00 -8.7102e-01
47 +4.695286869e+03 +4.695286869e+03 +4.573686869e+03 +4.573686869e+03 +1.9734e+00 -3.1985e-01 +4.3797e+00 -3.5116e+00 +3.3170e+00 -1.8489e+00 -2.7180e+00 +1.6838e+00 +1.0396e+00 +1.5383e+00 -2.6536e-01 +3.8220e+00 +2.7632e+00 -3.4747e+00 -8.4187e-01 +4.9714e+00 -7.1517e-01 -3.1797e+00 -3.6491e+00 -4.4972e+00
66 +5.545479361e+02 +5.545479361e+02 +4.329479361e+02 +4.329479361e+02 +2.2739e+00 +1.8270e+00 -1.1224e+00 -4.1145e+00 -2.9667e+00 -1.8786e+00 +1.4443e+00 +3.6196e-01 +1.1334e+00 +1.9948e-01 +1.8207e+00 +4.3830e+00 +4.9945e+00 +4.7497e+00 +2.5103e+00 -4.4630e+00 +3.7304e+00 -8.4300e-01 -2.7607e+00 +3.9716e-01
% function evaluation | noise-free fitness - Fopt (-3.811000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.463990446e+06 +8.463990446e+06 +8.463952336e+06 +8.463952336e+06 -1.7829e+00 +5.4331e-01 -1.1625e+00 +4.2456e+00 +2.0008e+00 -2.1579e+00 -1.4484e+00 +4.1111e+00 -8.1449e-01 -4.9160e+00 -1.5451e+00 -3.9799e+00 +4.7655e+00 +2.9847e+00 +8.6260e-04 -2.6286e-01 +2.7690e+00 +3.5900e-02 -1.9314e+00 -1.1396e+00
2 +6.139974890e+06 +6.139974890e+06 +6.139936780e+06 +6.139936780e+06 +4.3470e+00 -2.1877e+00 -2.9848e+00 -2.5796e+00 -4.2046e-02 -7.6250e-01 +4.9015e+00 +4.8245e+00 +2.9718e+00 -5.0769e-01 +2.2805e+00 +3.0346e+00 +2.9374e+00 +1.9521e+00 +2.9793e+00 +2.7953e+00 -2.1331e+00 +2.2181e+00 -3.6790e-01 -8.9997e-01
3 +1.453699521e+03 +1.453699521e+03 +1.415589521e+03 +1.415589521e+03 -6.4500e-01 -1.8265e+00 -2.6177e+00 +2.1538e+00 +4.6268e+00 -1.8314e+00 -4.2255e+00 -4.8615e+00 -3.9864e+00 +4.4791e+00 -1.2584e+00 +1.7908e-01 -4.5589e+00 +3.4102e+00 -3.5491e+00 -3.6803e+00 +4.9634e+00 +3.1596e+00 -7.0705e-01 +1.9851e+00
