% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3 +4.208920640e+06 +4.208920640e+06 +4.208961160e+06 +4.208961160e+06 +4.7992e+00 +3.2482e+00 -6.9748e-01 +9.0216e-01 -4.0090e+00 -2.2430e-02 +2.8429e+00 +2.6501e+00 -6.1234e-01 -9.0252e-01 +2.7164e-01 +4.5406e+00 +1.3095e+00 -1.6896e+00 -1.6671e-01 -1.8989e+00 -3.1351e+00 -8.8553e-01 +9.3864e-01 -8.6604e-01
12 +2.495834023e+06 +2.495834023e+06 +2.495874543e+06 +2.495874543e+06 +3.0539e+00 -7.0161e-01 -1.1944e+00 -2.3916e+00 -1.5604e+00 +2.9608e+00 +3.9035e+00 +4.4279e+00 -3.8235e+00 -1.2452e+00 +2.0205e-01 -3.2006e+00 +4.2334e+00 -1.8317e+00 -1.3702e+00 -4.6132e-01 -2.3159e+00 +6.8621e-01 +4.0380e+00 -3.7099e-01
101 +1.571443299e+06 +1.571443299e+06 +1.571483819e+06 +1.571483819e+06 +1.2209e+00 +3.9656e-01 -2.5421e+00 -3.8146e-01 -1.2441e+00 +4.3740e+00 +7.3272e-01 +3.0294e+00 -4.3892e+00 -4.1453e-01 -3.2711e+00 -5.1288e+00 -1.6199e-01 +4.4356e+00 -2.1869e+00 -2.3652e+00 -4.1545e+00 -5.7109e-01 +2.4298e+00 +6.5987e-02
% function evaluation | noise-free fitness - Fopt (-1.184900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.040844838e+06 +9.040844838e+06 +9.040726348e+06 +9.040726348e+06 +1.6865e+00 -3.0622e+00 +1.4680e+00 +3.1015e-01 -2.7864e+00 -3.7234e+00 -6.6100e-01 -1.9261e+00 -2.8833e+00 -1.0373e+00 -2.9619e+00 +4.4925e+00 -1.5165e+00 -3.8457e+00 -3.1697e+00 -4.7800e-01 -4.5046e+00 +2.8422e+00 +1.5583e+00 -4.0871e+00
3 +3.141427068e+06 +3.141427068e+06 +3.141308578e+06 +3.141308578e+06 +2.7142e+00 +1.4353e-01 -1.7252e+00 +2.1539e+00 -4.1539e+00 -3.6973e+00 -5.9897e-01 +3.4121e+00 -2.1892e+00 -1.6426e+00 +1.3439e+00 +4.4459e+00 -1.2202e+00 +1.2133e+00 +1.9200e+00 +2.8122e+00 -4.3195e+00 -2.1551e+00 +1.7063e+00 -4.0285e+00
% function evaluation | noise-free fitness - Fopt (2.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.354185181e+07 +1.354185181e+07 +1.354187991e+07 +1.354187991e+07 +4.3976e+00 +4.6579e+00 -3.4906e+00 +2.3660e+00 -2.9101e+00 +1.9590e+00 +1.4960e-01 +1.0086e+00 +7.2115e-01 +8.6693e-01 +3.4333e+00 +4.2417e+00 +2.2069e+00 -2.5490e+00 -4.1054e+00 +1.9903e+00 -2.6263e+00 -3.5379e-01 -3.3281e+00 +4.1601e+00
2 +5.365064785e+06 +5.365064785e+06 +5.365092885e+06 +5.365092885e+06 +3.5449e+00 -1.0383e+00 +1.0830e+00 -1.2708e+00 -2.2108e+00 -4.1693e+00 +3.8972e+00 -3.9643e+00 -1.9987e+00 -2.4320e+00 -2.8116e+00 +1.1146e+00 -3.0034e+00 +1.8827e+00 +4.0328e+00 +3.7001e+00 +1.6538e+00 +4.6611e+00 +3.6905e+00 -1.2815e+00
24 +1.657842583e+06 +1.657842583e+06 +1.657870683e+06 +1.657870683e+06 +3.7177e+00 -2.8379e+00 +3.6166e+00 +4.5391e+00 +3.0080e+00 +4.6450e+00 +2.3050e+00 +4.0120e-01 -3.0566e+00 +1.0187e+00 -4.8054e+00 -3.4121e+00 -2.3945e+00 +4.0992e+00 -1.5588e+00 -9.3229e-01 -2.4197e+00 +4.2329e+00 +2.0464e+00 +4.9542e-01
